PVWatts: Hourly PV Performance Data;;;;;;;;;;
Requested Location:;montpelleir, france;;;;;;;;;
Location:;MONTPELLIER, FRANCE;;;;;;;;;
Lat (deg N):;43.58;;;;;;;;;
Lng (deg E):;3.97;;;;;;;;;
Elev (m):;6;;;;;;;;;
DC System Size (kW):;8.505;;;;;;;;;
Module Type:;Premium;;;;;;;;;
Array Type:;Fixed (open rack);;;;;;;;;
Array Tilt (deg):;0;;;;;;;;;
Array Azimuth (deg):;180;;;;;;;;;
System Losses:;14.08;;;;;;;;;
Invert Efficiency:;96;;;;;;;;;
DC to AC Size Ratio:;1.2;;;;;;;;;
;;;;;;;;;;
Month;Day;Hour;Beam Irradiance (W/m^2);Diffuse Irradiance (W/m^2);Ambient Temperature (C);Wind Speed (m/s);Plane of Array Irradiance (W/m^2);Cell Temperature (C);DC Array Output (W);AC System Output (W)
3;28;15;82;259;13.9;6.2;307.489;18.513;2290.152;2194.108
3;28;16;93;201;13;5.1;243.031;16.861;1808.697;1725.626
3;28;17;61;120;13.1;3.6;137.364;15.204;1016.593;952.659
3;28;18;0;27;13.3;2.1;27;12.519;205.921;158.734
3;28;19;0;0;10;3.1;0;10;0;0
3;28;20;0;0;9;2.1;0;9;0;0
3;28;21;0;0;8.8;2.1;0;8.8;0;0
3;28;22;0;0;8;1;0;8;0;0
3;28;23;0;0;10;5.1;0;10;0;0
3;29;0;0;0;9.8;4.1;0;9.8;0;0
3;29;1;0;0;9.5;3.8;0;9.5;0;0
3;29;2;0;0;9.1;3.4;0;9.1;0;0
3;29;3;0;0;8.8;3.1;0;8.8;0;0
3;29;4;0;0;9;5.1;0;9;0;0
3;29;5;0;0;8;3.1;0;8;0;0
3;29;6;0;4;7.6;4.1;4;6.052;31.168;0
3;29;7;48;63;9;1;71.276;8.786;529.125;475.606
3;29;8;90;157;12;3.1;188.641;15.016;1400.84;1327.966
3;29;9;14;245;13;3.1;252.143;17.858;1886.542;1801.442
3;29;10;131;301;14;5.1;384.463;20.522;2843.988;2731.768
3;29;11;163;383;14;6.2;500.941;21.968;3692.921;3553.303
3;29;12;282;365;14.4;7.2;580.346;23.025;4262.004;4102.256
3;29;13;304;342;15;6.2;571.406;24.44;4174.255;4017.703
3;29;14;298;310;15;7.2;517.751;22.715;3799.252;3655.981
3;29;15;280;255;14.6;8.2;421.645;20.222;3106.665;2986.304
3;29;16;137;208;14;7.2;270.426;17.638;2001.266;1913.128
3;29;17;30;117;13;7.2;125.65;14.178;942.406;880.124
3;29;18;0;21;12.2;7.2;21;11.563;160.675;114.337
3;29;19;0;0;12;7.2;0;12;0;0
3;29;20;0;0;12;8.2;0;12;0;0
3;29;21;0;0;12.6;8.2;0;12.6;0;0
3;29;22;0;0;12;10.8;0;12;0;0
3;29;23;0;0;12.4;9.5;0;12.4;0;0
3;30;0;0;0;12.8;8.2;0;12.8;0;0
3;30;1;0;0;11;6.8;0;11;0;0
3;30;2;0;0;9.1;5.5;0;9.1;0;0
3;30;3;0;0;7.3;4.1;0;7.3;0;0
3;30;4;0;0;7;4.1;0;7;0;0
3;30;5;0;0;8;4.1;0;8;0;0
3;30;6;0;3;8;3.1;3;6.229;23.363;0
3;30;7;0;51;8.5;2;51;7.807;395.109;344.27
3;30;8;8;148;9;1;150.856;11.762;1151.178;1084.186
3;30;9;25;241;8.9;1;253.885;15.615;1912.609;1826.823
3;30;10;83;286;9;2.1;339.291;17.1;2542.017;2438.783
3;30;11;87;335;9;3.1;398.357;17.757;2981.363;2864.923
3;30;12;60;380;8.6;5.1;426.083;16.121;3208.643;3085.04
3;30;13;87;353;9;4.1;419.015;17.492;3139.727;3018.321
3;30;14;86;319;11;4.1;379.295;18.622;2829.461;2717.682
3;30;15;81;262;11.8;4.1;310.515;17.843;2318.497;2221.657
3;30;16;23;206;10;5.1;216.565;13.323;1642.905;1564.067
3;30;17;10;109;9;3.1;111.92;10.513;855.797;795.413
3;30;18;0;22;8.9;2.1;22;7.812;170.436;123.916
3;30;19;0;0;8;1;0;8;0;0
3;30;20;0;0;7;1;0;7;0;0
3;30;21;0;0;9;6.2;0;9;0;0
3;30;22;0;0;9;5.1;0;9;0;0
3;30;23;0;0;8;5.1;0;8;0;0
3;31;0;0;0;8.3;6.2;0;8.3;0;0
3;31;1;0;0;8.2;6.5;0;8.2;0;0
3;31;2;0;0;8.1;6.9;0;8.1;0;0
3;31;3;0;0;8;7.2;0;8;0;0
3;31;4;0;0;8;6.2;0;8;0;0
3;31;5;0;0;8;5.1;0;8;0;0
3;31;6;0;7;8;6.2;7;6.869;54.399;10.022
3;31;7;161;69;9;8.2;98.525;9.41;688.541;631.73
3;31;8;411;136;11;7.2;284.9;14.501;2044.699;1955.396
3;31;9;628;149;12.4;8.7;475.891;18.351;3471.365;3339.201
3;31;10;746;152;13.5;8.5;634.625;21.978;4635.922;4462.176
3;31;11;865;109;14.2;9.8;742.933;23.439;5426.475;5221.123
3;31;12;865;124;14.4;9.6;792.146;24.498;5775.606;5555.427
3;31;13;866;118;15;7.9;778.688;26.353;5638.313;5424.027
3;31;14;838;112;16.4;8.2;702.81;26.374;5073.121;4882.233
3;31;15;698;151;17.3;8.5;571.692;25.114;4114.861;3960.453
3;31;16;656;105;16;8.8;408.732;21.236;2908.094;2793.915
3;31;17;284;117;14;9.3;200.946;16.097;1416.942;1343.678
3;31;18;0;32;11.9;9.8;32;11.559;244.841;196.915
3;31;19;0;0;11;9.8;0;11;0;0
3;31;20;0;0;10.2;7.7;0;10.2;0;0
3;31;21;0;0;9.4;7.2;0;9.4;0;0
3;31;22;0;0;8.6;6.2;0;8.6;0;0
3;31;23;0;0;7.9;6.2;0;7.9;0;0
4;1;0;0;0;7.3;5.1;0;7.3;0;0
4;1;1;0;0;6.7;4.8;0;6.7;0;0
4;1;2;0;0;6.2;4.4;0;6.2;0;0
4;1;3;0;0;5.7;4.1;0;5.7;0;0
4;1;4;0;0;5.4;4.4;0;5.4;0;0
4;1;5;0;0;5;4.8;0;5;0;0
4;1;6;0;7;5;5.1;7;3.69;54.968;10.581
4;1;7;172;69;6.5;4.8;100.769;7.059;706.563;649.373
4;1;8;428;134;7.9;4.4;289.61;12.676;2089.025;1998.524
4;1;9;647;145;9.4;4.1;482.582;18.993;3511.58;3378.079
4;1;10;769;145;10.9;3.8;643.411;24.777;4654.061;4479.62
4;1;11;892;99;12.3;3.4;753.714;29.534;5388.157;5184.4
4;1;12;893;113;13.8;3.1;803.712;32.929;5687.122;5470.75
4;1;13;898;105;13.6;4.1;790.992;30.844;5636.625;5422.411
4;1;14;875;98;13.5;5.2;715.72;27.098;5152.446;4958.359
4;1;15;735;140;13.3;6.2;583.656;23.106;4228.875;4070.338
4;1;16;547;146;12.3;5.2;399.746;19.544;2878.291;2765.025
4;1;17;248;110;11.2;4.1;183.521;14.502;1305.214;1234.625
4;1;18;0;23;10.2;3.1;23;9.455;177.217;130.57
4;1;19;0;0;9.3;2.8;0;9.3;0;0
4;1;20;0;0;8.3;2.4;0;8.3;0;0
4;1;21;0;0;7.4;2.1;0;7.4;0;0
4;1;22;0;0;7.5;2.1;0;7.5;0;0
4;1;23;0;0;7.6;2.1;0;7.6;0;0
4;2;0;0;0;7.7;2.1;0;7.7;0;0
4;2;1;0;0;7.9;2.1;0;7.9;0;0
4;2;2;0;0;8;2.1;0;8;0;0
4;2;3;0;0;8.2;2.1;0;8.2;0;0
4;2;4;0;0;7.8;2.1;0;7.8;0;0
4;2;5;0;0;7.5;2.1;0;7.5;0;0
4;2;6;0;2;7.1;2.1;2;5.017;15.637;0
4;2;7;0;37;7.3;2.4;37;6.263;288.108;239.354
4;2;8;7;130;7.6;2.8;132.582;9.169;1020.599;956.576
4;2;9;49;234;7.8;3.1;259.816;12.686;1973.709;1886.305
4;2;10;128;309;9.4;3.6;392.579;17.39;2936.675;2821.617
4;2;11;159;392;11;4.1;509.43;21.396;3763.913;3621.861
4;2;12;271;378;12.1;4.1;588.777;24.458;4303.725;4142.445
4;2;13;160;412;12;6.2;534.876;20.793;3961.639;3812.692
4;2;14;105;362;12;8.2;436.531;17.827;3265.305;3139.881
4;2;15;58;278;11.5;6.2;313.225;16.263;2353.781;2255.946
4;2;16;22;210;11;6.2;220.285;13.993;1667.772;1588.306
4;2;17;10;112;11;6.2;115;12.049;875.033;814.231
4;2;18;0;24;11.1;4.1;24;10.282;184.414;137.632
4;2;19;0;0;11;5.1;0;11;0;0
4;2;20;0;0;11;5.1;0;11;0;0
4;2;21;0;0;11;5.1;0;11;0;0
4;2;22;0;0;11;6.2;0;11;0;0
4;2;23;0;0;11;7.2;0;11;0;0
4;3;0;0;0;11.7;9.8;0;11.7;0;0
4;3;1;0;0;12;10.8;0;12;0;0
4;3;2;0;0;12;11.3;0;12;0;0
4;3;3;0;0;12;11.8;0;12;0;0
4;3;4;0;0;12;8.8;0;12;0;0
4;3;5;0;0;12.2;11.4;0;12.2;0;0
4;3;6;0;5;12.4;13.9;5;11.755;38.231;0
4;3;7;0;58;13;11.8;58;12.891;441.798;390.034
4;3;8;19;151;13;9.8;158.108;14.21;1193.972;1125.991
4;3;9;34;242;12.7;10.8;260.084;15.138;1961.659;1874.576
4;3;10;42;262;13;11.8;289.625;15.692;2182.666;2089.606
4;3;11;18;254;13;10.8;267.375;15.609;2017.431;1928.86
4;3;12;2;197;12.7;9.8;198.564;14.578;1503.886;1428.504
4;3;13;2;194;13;10.8;195.544;14.677;1480.511;1405.702
4;3;14;1;176;13;10.8;176.714;14.445;1338.995;1267.603
4;3;15;0;145;12.7;12.9;145;13.619;1101.793;1035.932
4;3;16;0;102;13;12.9;102;13.441;775.52;716.866
4;3;17;0;53;12;10.8;53;11.872;405.093;354.058
4;3;18;0;12;12.6;11.8;12;11.985;91.685;46.626
4;3;19;0;0;13;10.8;0;13;0;0
4;3;20;0;0;13;11.8;0;13;0;0
4;3;21;0;0;12.5;13.3;0;12.5;0;0
4;3;22;0;0;12;14.9;0;12;0;0
4;3;23;0;0;12.1;12.8;0;12.1;0;0
4;4;0;0;0;12.2;10.8;0;12.2;0;0
4;4;1;0;0;12.1;11.1;0;12.1;0;0
4;4;2;0;0;11.9;11.5;0;11.9;0;0
4;4;3;0;0;11.8;11.8;0;11.8;0;0
4;4;4;0;0;11;10.8;0;11;0;0
4;4;5;0;0;10;4.1;0;10;0;0
4;4;6;0;8;9.1;4.1;8;7.658;62.008;17.493
4;4;7;88;76;10;2.1;93.682;10.55;681.415;624.754
4;4;8;194;164;11;4.1;237.593;14.839;1747.615;1666.118
4;4;9;141;287;11.4;5.1;362.699;17.454;2702.341;2594.386
4;4;10;329;291;12;4.1;508.953;22.327;3733.755;3592.74
4;4;11;425;308;13;7.2;625.697;22.335;4600.784;4428.38
4;4;12;488;315;13.6;5.1;698.677;26.772;5062.455;4871.996
4;4;13;419;332;15;8.2;657.12;24.221;4804.105;4623.864
4;4;14;340;321;14;10.3;564.917;20.696;4175.963;4019.349
4;4;15;199;311;13.5;8.7;433.309;19.09;3215.298;3091.482
4;4;16;329;188;14;7.2;344.157;18.817;2512.7;2410.317
4;4;17;241;123;13;6.2;197.026;15.648;1407.062;1334.038
4;4;18;33;43;11.7;1;47.104;11.824;345.948;296.073
4;4;19;0;1;9;3.1;1;7.324;7.76;0
4;4;20;0;0;8;3.1;0;8;0;0
4;4;21;0;0;7.9;3.1;0;7.9;0;0
4;4;22;0;0;6;4.1;0;6;0;0
4;4;23;0;0;6;4.6;0;6;0;0
4;5;0;0;0;6.1;5.1;0;6.1;0;0
4;5;1;0;0;6;4.8;0;6;0;0
4;5;2;0;0;5.9;4.4;0;5.9;0;0
4;5;3;0;0;5.8;4.1;0;5.8;0;0
4;5;4;0;0;7;4.1;0;7;0;0
4;5;5;0;0;8;5.1;0;8;0;0
4;5;6;0;6;9.2;4.1;6;7.717;46.497;2.265
4;5;7;0;63;12;7.2;63;11.901;481.478;428.921
4;5;8;20;157;13;8.8;164.69;14.393;1243.056;1173.931
4;5;9;34;248;13.4;8.2;266.422;16.435;2000.973;1912.842
4;5;10;67;306;14;7.2;350.699;18.747;2614.779;2509.416
4;5;11;70;356;14;7.2;408.635;19.751;3038.694;2920.469
4;5;12;84;369;14;5.1;435.391;21.758;3215.787;3091.955
4;5;13;84;363;14;6.2;428.508;20.781;3175.426;3052.884
4;5;14;69;338;14;7.2;387.757;19.501;2885.224;2771.746
4;5;15;65;278;14.1;6.2;318.183;18.913;2369.344;2271.069
4;5;16;272;215;15;4.1;345.061;21.696;2505.051;2402.89
4;5;17;354;103;14;3.1;212.982;18.329;1477.756;1403.014
4;5;18;66;43;13.3;3.1;51.443;13.374;362.922;312.715
4;5;19;0;1;12;3.1;1;10.388;7.681;0
4;5;20;0;0;11;1;0;11;0;0
4;5;21;0;0;9.3;3.1;0;9.3;0;0
4;5;22;0;0;9;3.1;0;9;0;0
4;5;23;0;0;10;3.1;0;10;0;0
4;6;0;0;0;11.1;3.1;0;11.1;0;0
4;6;1;0;0;10.5;3.1;0;10.5;0;0
4;6;2;0;0;10;3.1;0;10;0;0
4;6;3;0;0;9.4;3.1;0;9.4;0;0
4;6;4;0;0;8;3.1;0;8;0;0
4;6;5;0;0;7;2.1;0;7;0;0
4;6;6;0;8;7;4.1;8;5.537;62.442;17.919
4;6;7;133;81;9;2.1;109.14;9.966;783.146;724.329
4;6;8;435;132;12;1;301.495;20.016;2134.957;2043.205
4;6;9;655;140;14.2;2.1;498.087;26.587;3542.169;3407.646
4;6;10;703;156;16;2.1;628.253;32.306;4434.335;4268.212
4;6;11;406;327;16;3.1;634.048;30.893;4525.537;4355.987
4;6;12;99;360;16.4;4.1;438.651;25.772;3194.621;3071.467
4;6;13;58;386;16.2;4.1;431.455;25.019;3151.24;3029.467
4;6;14;69;340;16;4.1;390.011;23.916;2858.093;2745.444
4;6;15;78;272;16;5.1;320.497;21.527;2364.31;2266.178
4;6;16;30;212;16;4.1;226.45;20.127;1678.025;1598.299
4;6;17;13;117;15;2.1;121.084;17.13;905.004;843.546
4;6;18;0;29;13.7;1.7;29;12.893;220.897;173.426
4;6;19;0;1;12.3;1.4;1;10.141;7.688;0
4;6;20;0;0;11;1;0;11;0;0
4;6;21;0;0;12;3.1;0;12;0;0
4;6;22;0;0;12;3.1;0;12;0;0
4;6;23;0;0;12;3.1;0;12;0;0
4;7;0;0;0;12.2;4.1;0;12.2;0;0
4;7;1;0;0;12.1;4.1;0;12.1;0;0
4;7;2;0;0;12.1;4.1;0;12.1;0;0
4;7;3;0;0;12;4.1;0;12;0;0
4;7;4;0;0;12;8.2;0;12;0;0
4;7;5;0;0;12;6.2;0;12;0;0
4;7;6;0;7;12;7.2;7;11.009;53.657;9.295
4;7;7;0;68;12;7.2;68;11.982;519.551;466.226
4;7;8;21;162;13;7.2;170.289;14.675;1284.217;1214.124
4;7;9;25;259;13.6;8.2;272.788;16.734;2048.087;1958.692
4;7;10;67;311;13;8.8;356.314;17.234;2670.719;2563.705
4;7;11;70;361;13;8.8;414.24;18.109;3097.946;2977.86
4;7;12;84;373;13;10.8;440.073;17.794;3295.123;3168.735
4;7;13;83;367;13;8.8;432.364;18.428;3230.186;3105.893
4;7;14;69;342;13;8.7;392.261;17.9;2934.967;2819.962
4;7;15;64;281;13.1;8.7;321.017;16.967;2406.729;2307.392
4;7;16;16;184;13;9.2;191.762;14.914;1448.106;1374.087
4;7;17;0;82;13;9.8;82;13.311;623.729;568.269
4;7;18;0;14;12.7;8.7;14;11.998;106.96;61.62
4;7;19;0;0;13;8.8;0;13;0;0
4;7;20;0;0;13;8.2;0;13;0;0
4;7;21;0;0;13.2;9.8;0;13.2;0;0
4;7;22;0;0;13;8.8;0;13;0;0
4;7;23;0;0;13;8.2;0;13;0;0
4;8;0;0;0;13.4;8.7;0;13.4;0;0
4;8;1;0;0;13.4;8.2;0;13.4;0;0
4;8;2;0;0;13.3;7.7;0;13.3;0;0
4;8;3;0;0;13.3;7.2;0;13.3;0;0
4;8;4;0;0;13;7.2;0;13;0;0
4;8;5;0;0;13;6.2;0;13;0;0
4;8;6;0;3;12.7;7.2;3;11.652;22.947;0
4;8;7;0;32;13;7.2;32;12.417;244.138;196.226
4;8;8;0;80;13;7.2;80;13.207;608.729;553.58
4;8;9;0;127;13;7.2;127;14.002;963.777;901.022
4;8;10;0;165;13;6.2;165;14.818;1248.705;1179.448
4;8;11;2;190;13;6.2;191.53;15.326;1446.931;1372.94
4;8;12;3;201;13.2;6.2;203.407;15.768;1534.365;1458.232
4;8;13;2;198;13;6.2;199.583;15.514;1506.822;1431.367
4;8;14;1;180;13;5.1;180.732;15.476;1364.684;1292.678
4;8;15;0;149;13.2;5.1;149;15.031;1126.808;1060.376
4;8;16;0;106;13;4.1;106;14.087;804.18;744.912
4;8;17;0;57;13;4.1;57;12.917;434.143;382.532
4;8;18;0;15;13;4.1;15;11.886;114.643;69.161
4;8;19;0;0;13;3.1;0;13;0;0
4;8;20;0;0;13;2.1;0;13;0;0
4;8;21;0;0;13;1;0;13;0;0
4;8;22;0;0;13;2.1;0;13;0;0
4;8;23;0;0;13;3.1;0;13;0;0
4;9;0;0;0;12.8;1;0;12.8;0;0
4;9;1;0;0;12.8;2.7;0;12.8;0;0
4;9;2;0;0;12.9;4.5;0;12.9;0;0
4;9;3;0;0;12.9;6.2;0;12.9;0;0
4;9;4;0;0;13;6.2;0;13;0;0
4;9;5;0;0;13;5.1;0;13;0;0
4;9;6;0;4;12.8;6.2;4;11.661;30.595;0
4;9;7;0;33;13;3.1;33;12.062;252.067;204.003
4;9;8;0;81;13;2.1;81;13.336;616.071;560.77
4;9;9;0;128;13.2;1;128;15.417;966.733;903.912
4;9;10;7;234;13;2.1;238.797;17.962;1787.616;1705.09
4;9;11;19;337;14.3;2.1;351.61;22.643;2590.064;2485.427
4;9;12;78;382;15.7;2.1;444.897;26.842;3228.616;3104.374
4;9;13;5;363;15;2.1;366.975;24.412;2687.08;2579.579
4;9;14;9;255;14;3.1;261.62;19.547;1947.938;1861.219
4;9;15;0;150;13.8;4.1;150;16.102;1130.259;1063.748
4;9;16;1;154;13;2.1;154.492;15.754;1165.323;1098.005
4;9;17;0;106;13;1;106;14.884;802.019;742.797
4;9;18;0;33;13.4;0;33;12.425;251.76;203.703
4;9;19;0;1;11;3.1;1;9.32;7.709;0
4;9;20;0;0;12;5.1;0;12;0;0
4;9;21;0;0;11.8;7.2;0;11.8;0;0
4;9;22;0;0;11;5.1;0;11;0;0
4;9;23;0;0;11;6.2;0;11;0;0
4;10;0;0;0;10.8;6.2;0;10.8;0;0
4;10;1;0;0;10.6;6.2;0;10.6;0;0
4;10;2;0;0;10.5;6.2;0;10.5;0;0
4;10;3;0;0;10.3;6.2;0;10.3;0;0
4;10;4;0;0;10;7.2;0;10;0;0
4;10;5;0;0;10;6.2;0;10;0;0
4;10;6;0;15;10.6;6.2;15;9.631;115.509;70.011
4;10;7;170;97;12;10.3;136.505;12.864;971.096;908.178
4;10;8;487;131;14;8.8;330.498;17.775;2364.983;2266.832
4;10;9;678;139;14.6;11.8;522.545;20.031;3810.741;3667.072
4;10;10;783;129;16;9.8;669.018;24.22;4862.378;4679.858
4;10;11;699;203;17;9.3;743.388;26.637;5382.694;5179.164
4;10;12;501;319;17;10.8;724.93;25.528;5278.244;5079.026
4;10;13;619;264;18;9.3;758.341;27.894;5472.553;5265.275
4;10;14;722;181;18;12.9;714.571;25.443;5188.206;4992.667
4;10;15;755;122;17.8;11.8;601.834;24.391;4352.717;4189.629
4;10;16;642;115;17.4;10.5;432.974;22.366;3093.873;2973.916
4;10;17;424;100;17;9.3;239.044;19.66;1649.729;1570.718
4;10;18;118;47;15.5;8.7;64.168;15.656;433.141;381.55
4;10;19;0;2;14;7.2;2;13.015;15.228;0
4;10;20;0;0;13;7.2;0;13;0;0
4;10;21;0;0;12;6.2;0;12;0;0
4;10;22;0;0;10;4.1;0;10;0;0
4;10;23;0;0;9.5;4.1;0;9.5;0;0
4;11;0;0;0;9;4.1;0;9;0;0
4;11;1;0;0;7;1;0;7;0;0
4;11;2;0;0;6.4;2;0;6.4;0;0
4;11;3;0;0;5.9;3.1;0;5.9;0;0
4;11;4;0;0;5;3.1;0;5;0;0
4;11;5;0;0;6;3.1;0;6;0;0
4;11;6;0;17;6.8;3.1;17;5.363;132.765;86.948
4;11;7;190;99;10;5.1;144.118;11.436;1026.683;962.522
4;11;8;493;132;12;6.6;336.356;16.618;2419.212;2319.519
4;11;9;654;148;14;8.2;520.98;20.906;3792.028;3649.006
4;11;10;759;147;15.5;6.1;673.75;26.748;4856.183;4673.906
4;11;11;822;139;17;4.1;777.809;33.632;5491.663;5283.583
4;11;12;831;148;18.5;7.2;824.468;31.308;5877.097;5652.507
4;11;13;829;145;19;9.8;810.027;29.308;5813.417;5591.6
4;11;14;803;139;19;10.8;735.19;27.721;5293.938;5094.075
4;11;15;758;122;19;11.8;606.277;25.67;4366.571;4202.97
4;11;16;626;121;18;10.8;433.132;22.881;3093.499;2973.553
4;11;17;409;104;17;9.8;239.506;19.568;1659.67;1580.409
4;11;18;113;48;15.7;9.8;64.833;15.844;439.958;388.231
4;11;19;0;2;14;7.2;2;13.016;15.228;0
4;11;20;0;0;13;4.1;0;13;0;0
4;11;21;0;0;13.2;4.1;0;13.2;0;0
4;11;22;0;0;13;8.2;0;13;0;0
4;11;23;0;0;12.5;9.5;0;12.5;0;0
4;12;0;0;0;12;10.8;0;12;0;0
4;12;1;0;0;11.8;9.9;0;11.8;0;0
4;12;2;0;0;11.6;9.1;0;11.6;0;0
4;12;3;0;0;11.4;8.2;0;11.4;0;0
4;12;4;0;0;11;8.2;0;11;0;0
4;12;5;0;0;11;7.2;0;11;0;0
4;12;6;0;10;10.2;5.1;10;8.998;77.168;32.375
4;12;7;0;81;11;6.2;81;11.192;620.513;565.12
4;12;8;10;183;12;7.2;187.193;13.946;1418.613;1345.309
4;12;9;50;261;12.8;6.2;289.743;16.854;2172.394;2079.616
4;12;10;131;335;14;6.2;426.473;20.562;3158.504;3036.501
4;12;11;194;393;15;3.1;544.54;27.352;3941.705;3793.461
4;12;12;275;400;15.1;2.1;624.891;31.487;4458.03;4291.02
4;12;13;490;295;17;5.1;689.813;30.019;4942.799;4757.109
4;12;14;455;338;17;7.2;677.358;27.381;4893.479;4709.737
4;12;15;647;169;17.5;5.1;584.5;28.587;4173.399;4016.878
4;12;16;633;119;17;3.1;436.709;27.209;3073.344;2954.032
4;12;17;382;119;16;8.2;246.842;19.014;1727.025;1646.054
4;12;18;62;59;15;11.8;68.45;15.154;490.462;437.724
4;12;19;0;2;14;8.2;2;13.096;15.224;0
4;12;20;0;0;13;6.2;0;13;0;0
4;12;21;0;0;13.1;8.7;0;13.1;0;0
4;12;22;0;0;12;7.2;0;12;0;0
4;12;23;0;0;10;5.1;0;10;0;0
4;13;0;0;0;11.9;10.8;0;11.9;0;0
4;13;1;0;0;11;7.2;0;11;0;0
4;13;2;0;0;10;7.7;0;10;0;0
4;13;3;0;0;9;8.2;0;9;0;0
4;13;4;0;0;9;6.2;0;9;0;0
4;13;5;0;0;8;6.2;0;8;0;0
4;13;6;0;19;8.9;7.2;19;8.075;147.067;100.983
4;13;7;161;109;10;8.1;148.843;11.17;1076.854;1011.561
4;13;8;243;192;11.1;8.9;295.05;14.338;2183.607;2090.522
4;13;9;81;249;12.2;9.8;295.926;15.359;2227.085;2132.799
4;13;10;115;400;13.1;11.9;480.784;17.986;3594.114;3457.846
4;13;11;393;329;14;13.9;637.529;20.094;4729.184;4551.852
4;13;12;402;412;14.9;11.8;742.23;23.036;5454.349;5247.833
4;13;13;560;302;15.4;12.4;755.166;23.464;5537.358;5327.355
4;13;14;683;193;16;12.9;704.692;23.307;5157.708;4963.408
4;13;15;698;144;16;12.9;594.531;22.083;4341.072;4178.415
4;13;16;596;133;15;10.8;434.082;19.851;3140.561;3019.127
4;13;17;359;124;15;9.8;245.34;17.623;1732.138;1651.036
4;13;18;60;61;14.2;11.8;70.352;14.369;507.033;453.96
4;13;19;0;3;12;11.8;3;11.287;22.975;0
4;13;20;0;0;11;7.2;0;11;0;0
4;13;21;0;0;11.1;8.2;0;11.1;0;0
4;13;22;0;0;11;7.2;0;11;0;0
4;13;23;0;0;10.7;6.7;0;10.7;0;0
4;14;0;0;0;10.5;6.2;0;10.5;0;0
4;14;1;0;0;10.2;5.5;0;10.2;0;0
4;14;2;0;0;9.9;4.8;0;9.9;0;0
4;14;3;0;0;9.6;4.1;0;9.6;0;0
4;14;4;0;0;9;4.1;0;9;0;0
4;14;5;0;0;8;5.1;0;8;0;0
4;14;6;0;21;7.6;5.1;21;6.589;163.346;116.959
4;14;7;188;112;10;3.1;159.451;12.157;1144.52;1077.681
4;14;8;488;149;12;8.2;358.238;16.356;2593.489;2488.752
4;14;9;632;181;13.3;8.7;549.932;20.36;4021.292;3870.231
4;14;10;773;162;15;6.2;708.21;26.76;5108.783;4916.46
4;14;11;879;120;16;5.1;813.467;31.511;5789.138;5568.373
4;14;12;885;129;17.3;4.1;859.207;35.898;6025.46;5794.341
4;14;13;873;130;18;4.1;839.447;36.257;5877.19;5652.596
4;14;14;865;111;18;7.2;761.891;29.88;5445.522;5239.375
4;14;15;776;124;17.1;6.2;627.38;27.752;4489.337;4321.152
4;14;16;672;111;16;5.1;452.646;24.458;3217.112;3093.239
4;14;17;447;102;16;4.1;254.561;21.016;1755.959;1674.247
4;14;18;87;60;14.4;2.1;73.858;15.333;520.118;466.781
4;14;19;0;3;12;0;3;9.003;23.15;0
4;14;20;0;0;13;3.1;0;13;0;0
4;14;21;0;0;11.8;4.1;0;11.8;0;0
4;14;22;0;0;11;4.1;0;11;0;0
4;14;23;0;0;12;3.1;0;12;0;0
4;15;0;0;0;12;5.1;0;12;0;0
4;15;1;0;0;10.8;4.1;0;10.8;0;0
4;15;2;0;0;9.7;3.1;0;9.7;0;0
4;15;3;0;0;8.5;2.1;0;8.5;0;0
4;15;4;0;0;6;0;0;6;0;0
4;15;5;0;0;5;2.1;0;5;0;0
4;15;6;0;22;6;1;22;4.028;172.564;126.004
4;15;7;213;108;11;3.1;162.798;13.25;1157.051;1089.924
4;15;8;486;151;14;6.2;361.63;19.281;2595.39;2490.597
4;15;9;702;139;15;8.2;551.852;22.39;4002.101;3851.722
4;15;10;805;134;16;5.1;706.1;29.21;5049.132;4859.207
4;15;11;866;123;18;2.1;809.504;39.401;5598.994;5386.382
4;15;12;868;134;18.2;3.1;853.274;38.436;5929.251;5702.377
4;15;13;869;129;19;4.1;838.128;37.194;5848.498;5625.155
4;15;14;845;124;18;7.2;762.584;29.889;5451.624;5245.221
4;15;15;774;126;17.5;7.2;630.547;27.223;4521.855;4352.445
4;15;16;660;115;17;7.2;452.656;23.771;3228.112;3103.886
4;15;17;436;105;16;5.1;255.237;20.364;1769.558;1687.497
4;15;18;87;61;14.7;5.1;75.154;15.233;530.101;476.562
4;15;19;0;3;13;4.1;3;11.661;22.946;0
4;15;20;0;0;12;3.1;0;12;0;0
4;15;21;0;0;11.1;3.1;0;11.1;0;0
4;15;22;0;0;10;2.1;0;10;0;0
4;15;23;0;0;9;3.1;0;9;0;0
4;16;0;0;0;9.5;2.1;0;9.5;0;0
4;16;1;0;0;8.6;1.7;0;8.6;0;0
4;16;2;0;0;7.6;1.4;0;7.6;0;0
4;16;3;0;0;6.7;1;0;6.7;0;0
4;16;4;0;0;7.2;1.4;0;7.2;0;0
4;16;5;0;0;7.7;1.7;0;7.7;0;0
4;16;6;0;23;8.2;2.1;22.999;6.735;178.812;132.135
4;16;7;218;111;11;4.1;168.132;13.163;1197.041;1128.989
4;16;8;526;134;13;4.1;364.367;19.786;2605.104;2500.026
4;16;9;685;146;15;4.1;551.792;26.257;3951.136;3802.56
